"","GOPdelta","all_mortality","unemployment","rural","age","income","poverty","college_grad","percent_white","Pacific","East South Central","West South Central","Mountain","New England","South Atlantic","West North Central","East North Central","Middle Atlantic"
"810",2.87331772492065,6.719,2.8,9,4.66,4.8361,2.1139554087531,25.2,96.4547206165703,0,0,0,1,0,0,0,0,0
"811",10.2698332124728,8.104,5.8,9,4.67,3.7684,3.86319561280711,10,92.9029192299295,0,0,0,0,0,1,0,0,0
"812",-0.685793146479213,7.825,2.9,2,3.53,6.208,1.71744164768389,30.4,75.965755283101,0,0,1,0,0,0,0,0,0
"813",-2.42646467455388,7.19,7.8,7,2.99,3.9305,5.80385427666315,18.9,46.5100316789863,0,0,0,1,0,0,0,0,0
"814",4.74261826570671,7.902,5.4,6,4.32,4.7427,3.0562281409739,15.2,56.1079723791588,0,0,0,0,0,1,0,0,0
"815",3.25567491476188,8.176,4.9,2,4,5.1434,2.82566745754154,30.3,79.6613141121704,0,0,0,0,0,0,0,1,0
"816",-16.7353822695416,7.314,3.3,1,3.08,6.5549,2.17452474499461,32.1,74.1788370553208,0,0,0,1,0,0,0,0,0
"817",15.3418787467906,11.092,10.1,9,4.3,3.262,4.74305744182738,11,98.3030020824441,0,0,0,0,0,1,0,0,0
"818",6.91698238767057,5.096,3,9,5.01,4.9569,1.91110467641523,21.8,97.1478210511076,0,0,0,0,0,0,1,0,0
"819",5.06180251199972,7.916,5.3,1,4.07,5.2694,2.39768911150322,15.3,63.3708520689851,0,0,0,0,0,1,0,0,0
"820",9.95879960558336,8.316,6.1,4,4.36,4.3944,3.36804184761153,19.7,93.5117808563328,0,0,0,0,0,0,0,0,1
"821",0.788205083516893,5.928,3.1,1,3.48,9.2898,1.04906868392346,38.2,84.4662682836957,0,0,0,0,0,0,1,0,0
"822",11.3670285635091,8.598,3.6,6,4.51,4.5915,2.68293400835933,19.9,96.2500735856832,0,0,0,0,0,0,1,0,0
"823",11.2980481467484,7.714,4.9,4,3.94,5.3936,1.98092519033433,16.7,87.6220622310493,0,0,0,0,0,0,0,1,0
"824",8.69312620859452,7.963,4.7,6,3,4.4509,2.87679083094556,16.6,75.9556829035339,0,0,0,1,0,0,0,0,0
"825",3.93308241032933,6.923,6.6,8,4.8,4.5801,2.68291530867696,27.1,94.312975296396,0,0,0,1,0,0,0,0,0
"826",10.147142792533,6.754,2.1,6,4.14,5.5462,1.89267190898444,20.4,95.3822988121131,0,0,0,0,0,0,1,0,0
"827",13.5537336988096,6.96,2.6,7,4.23,5.8575,1.68594336238572,20.1,96.2141409832569,0,0,0,0,0,0,1,0,0
"828",5.91410759452496,6.342,3.6,4,3.5,5.9863,1.64997580364271,27.6,85.2328244392456,0,0,0,0,0,0,1,0,0
"829",4.11314511681709,8.477,3.7,9,3.27,4.0098,3.0173384372889,15,55.6181040306237,0,0,0,1,0,0,0,0,0
"830",8.73708826069151,7.428,5,2,4.08,5.0141,2.5755889112324,27,92.9240879057742,0,0,0,0,0,0,1,0,0
"831",14.1807397517043,6.929,4.3,8,4.38,5.4947,1.79070171453007,15.2,97.7469230666435,0,0,0,0,0,0,1,0,0
"832",13.2015649542161,7.069,4.1,7,4.07,5.4416,1.87004470175349,19,94.0094526917116,0,0,0,0,0,0,1,0,0
"833",0.425029676133171,8.218,5,1,3.79,6.1171,2.63852855041051,26.4,50.8952896347831,0,0,0,0,0,1,0,0,0
"834",-9.17747904752701,4.816,3.6,1,3.73,11.2844,1.24007505834032,59.9,54.2891518017723,0,0,0,0,0,1,0,0,0
"835",4.3343942471238,7.361,10.3,4,3.28,3.932,5.18465612879009,9.8,34.5987821662426,0,0,0,0,0,1,0,0,0
"836",10.6744298800789,7.802,6.8,1,4.77,4.3103,2.88509502954085,15.6,81.5811332152615,0,0,0,0,0,1,0,0,0
"837",4.83805367738661,6.772,7.4,3,5.15,3.4691,4.56005320977384,16.7,69.9643437562927,0,0,0,0,0,1,0,0,0
"838",4.92860777021163,7.676,3.8,1,3.64,7.6116,1.45503239223783,26.2,92.297305384742,0,0,0,0,0,0,0,1,0
"839",-0.156008907745829,7.283,5,1,3.61,5.171,3.20888171301232,30.6,53.1269634329631,0,0,0,0,0,1,0,0,0
"840",5.2161101545659,9.885,6.2,6,4.13,3.5202,4.61930226636109,11.3,88.7018079959256,0,0,0,0,0,1,0,0,0
"841",1.91233955424573,7.44,4.6,1,4.15,6.7892,1.85956288155236,32.3,95.9755246412277,0,0,0,0,0,0,0,0,1
"842",10.9916903789847,7.434,2.7,9,4.69,4.7802,2.35673109528654,23.2,98.2621227534758,0,0,0,0,0,0,1,0,0
"843",8.87031205054966,9.88,4.5,6,5.05,4.4065,2.80352177942539,23.2,87.4565569972196,0,0,0,0,0,0,1,0,0
"844",5.02726427409949,7.273,4.8,2,3.91,5.6167,2.4549877840032,23.2,75.440749395964,0,0,0,0,0,0,0,0,1
"845",12.0201162921963,5.626,2.5,9,4.57,5.6304,2.02070475811268,24,97.0137368106709,0,0,0,0,0,0,1,0,0
"846",6.9805047027877,8.483,5,3,4.2,4.488,2.9444421598059,19.6,95.8511139721815,0,0,0,0,0,0,0,0,1
"847",6.13931139466096,6.681,2.5,9,4.83,5.1915,1.99112067805731,19.3,95.6006995829409,0,0,0,0,0,0,1,0,0
"848",11.6265117007352,8.034,5.7,6,4.34,4.9367,2.53292708795341,17.6,96.9184488111538,0,0,0,0,0,0,0,0,1
"849",0.288450870440784,6.883,4.5,1,4.2,8.0512,1.24487817583421,37.4,86.4492420322658,0,0,0,0,0,0,0,0,1
"850",4.3161082792198,8.603,4.6,9,4.35,4.3888,2.85015018355768,12.7,62.0892201579708,0,0,0,0,0,1,0,0,0
"851",6.81295921874028,9.6,6.7,9,4.33,3.1013,4.88014434229745,10.4,70.4470601712633,0,0,1,0,0,0,0,0,0
"852",-2.47355921627881,6.045,4.1,1,3.35,9.9206,1.36871642528318,38.8,48.1163854909198,0,0,0,0,0,1,0,0,0
"853",8.43151992612324,9.134,5,3,4.41,4.8218,2.88344020250114,17.8,92.0158015766823,0,0,0,0,0,1,0,0,0
"854",5.32872345977498,5.947,4.1,1,4.75,6.2729,1.93508450855851,35.1,90.4349230272365,0,0,0,0,0,1,0,0,0
"855",2.37125769687847,8.638,5.2,9,5.05,3.4031,3.73085404374516,22,70.7849097085643,0,0,1,0,0,0,0,0,0
"856",2.68401083986753,9.512,6.5,4,3.6,4.2508,3.77648727949515,19.5,89.6840087261189,0,0,1,0,0,0,0,0,0
"857",-2.85896597598355,7.783,3.6,2,3.07,4.6418,3.38213089031361,30.5,74.2371261867491,0,0,1,0,0,0,0,0,0
"858",7.96104429163834,10.039,4.7,6,4.07,4.704,3.21539270047941,14,94.6127693347205,0,1,0,0,0,0,0,0,0
"859",4.39141253478329,12.652,11.7,7,4.05,2.7425,6.80281690140845,11.7,95.9288732394366,0,1,0,0,0,0,0,0,0
"860",5.3628983878446,8.452,5.1,3,3.5,4.9637,2.86879681277864,23.2,78.154811614312,0,1,0,0,0,0,0,0,0
"861",14.462029352326,8.667,5.1,3,3.95,5.2929,2.74323420160118,11.2,96.6661283252198,0,1,0,0,0,0,0,0,0
"862",7.18227253377898,8.236,7,8,4.66,3.8306,3.68771467557521,12.3,95.000705782713,0,0,1,0,0,0,0,0,0
"863",15.6733553790654,8.774,7.4,8,4.92,4.2844,3.20571121216566,12.8,91.3353870226395,0,0,0,0,0,0,0,1,0
"864",10.3745882587725,9.913,5.2,8,4.01,3.4764,4.33815953581693,10.3,92.7899788514723,0,1,0,0,0,0,0,0,0
"865",10.0964841666823,8.133,4.4,4,3.7,5.1013,2.60427885951192,14.9,89.2157505486718,0,0,0,0,0,0,0,1,0
"866",12.496413971038,7.889,4.8,4,3.88,4.8617,2.57005335354951,14.2,91.2914276723263,0,0,0,0,0,0,0,1,0
"867",-0.619478960369491,7.856,4.4,2,3.14,4.747,3.9726128871816,37.2,72.7062940269709,0,0,0,0,0,0,0,1,0
"868",12.4361571488927,8.252,5.1,7,4.68,4.5917,2.26822258560032,14.1,96.2817749368218,0,0,0,0,0,0,0,1,0
"869",3.2946253228726,7.912,6,5,3.31,4.1775,3.16093835242771,31.1,93.6552100381888,0,0,0,0,0,0,0,1,0
"870",13.2378267246377,9.208,7.2,7,5.1,3.9874,3.14790756269438,16.1,95.552930986969,0,0,0,0,0,0,0,1,0
"871",13.2137305541177,7.309,3.9,6,4.23,5.7019,1.7029341375351,20.9,96.6992681948345,0,0,0,0,0,0,0,1,0
"872",9.5260092214109,9.197,7.8,6,4.29,4.4221,2.99242208421173,21.6,92.6226425844681,0,0,0,0,0,0,0,1,0
"873",7.27822204238508,9.374,7.1,3,3.98,4.4705,3.49095035573949,13.8,80.232879337247,0,0,0,0,0,0,0,1,0
"874",9.27498024582256,7.914,5.7,7,4.2,5.1224,2.39615516649502,15.6,96.079642979746,0,0,0,0,0,0,0,1,0
"875",11.7995488587815,7.478,5.4,6,3.96,4.6189,2.66645576056131,20.9,86.3999457670015,0,0,0,0,0,0,0,1,0
"876",0.584427326409774,7.784,5.3,3,3.92,5.7591,2.9945391215563,33.4,82.5511165958849,0,0,0,0,0,0,0,1,0
"877",5.53050263874039,8.796,6.3,3,3.8,4.0216,3.5670601621391,8.9,65.6094438913384,0,0,1,0,0,0,0,0,0
"878",4.41685471233977,8.373,6.6,1,3.69,5.0416,3.18047614268402,26,63.4106681965867,0,0,0,0,0,0,0,1,0
"879",6.62863034135774,7.685,6.5,2,4,5.0419,2.52729659720089,22,74.9259995161768,0,0,0,0,0,0,0,1,0
"880",3.65353925932026,9.388,7.9,8,4.33,3.3864,4.27223460152403,11.8,60.1634067838574,0,0,1,0,0,0,0,0,0
"881",7.062498618425,8.577,6,7,3.72,3.5877,4.27461839273731,17.1,82.6786168809632,0,0,1,0,0,0,0,0,0
"882",3.6726815676515,9.88,6.9,7,3.98,2.8481,5.65935499407975,7.9,41.6785406088824,0,0,1,0,0,0,0,0,0
"883",9.85571442012969,9.948,6.3,6,4.09,3.4808,4.46639341374329,12.9,96.9311895897683,0,0,1,0,0,0,0,0,0
"884",-2.48433016908497,7.599,3.5,3,3.35,7.9829,1.88750581665891,25.6,50.3743813190067,0,0,1,0,0,0,0,0,0
"885",3.92436320517955,8.807,6.8,4,3.84,4.5073,4.08050625163942,15.3,46.7222610824517,0,0,1,0,0,0,0,0,0
"886",0.58284901210509,7.516,10.7,5,3,3.4687,4.77969003105348,10.7,3.23798003805643,0,0,1,0,0,0,0,0,0
"887",2.44726689299551,7.564,4.4,1,3.86,5.2831,2.87307086880009,18.9,45.6467152545377,0,0,1,0,0,0,0,0,0
"888",2.06283952429894,6.765,5.2,9,5.04,3.4308,4.0417926862799,17.4,62.6065438548254,0,0,1,0,0,0,0,0,0
"889",9.8197745386659,12.552,7.1,9,4.71,3.5602,4.16666666666667,15.2,66.0087719298246,0,0,1,0,0,0,0,0,0
