"gop_2016_delta","all_mortality","mortality_delta","unemployment","rural","age","income","poverty","high_school_dropout","high_school_grad","some_college","college_grad","percent_white","percent_latino","percent_black","percent_asian","lat","lon","AL","AR","AZ","CA","CO","CT","DC","DE","FL","GA","HI","IA","ID","IL","IN","KS","KY","LA","MA","MD","ME","MI","MN","MO","MS","MT","NC","ND","NE","NH","NJ","NM","NV","NY","OH","OK","OR","PA","RI","SC","SD","TN","TX","UT","VA","VT","WA","WI","WV","WY"
-0.156672872986292,7.849,-0.242000000000001,4.9,1,3.8,5.9244,2.369405612294,9.7,30.7,35.9,23.8,76.6990212575842,7.63633858550902,10.57874565766,3.44347942371614,29.987115,-81.858147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.6614339124547,8.819,-0.402000000000001,7.2,1,4.36,4.0293,3.88902154519716,13.2,49.9,22.7,14.2,93.2592468450457,0.814674523215925,5.12994303359105,0.456650802290521,39.914115,-79.644586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13.0844503582272,8.292,0.439,6.3,6,4.28,4.1861,3.25221828706348,12.2,45.1,30.5,12.3,94.8546212727065,3.2922045774782,0,0,43.449155,-82.642815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.1501291423234,8.204,-0.876999999999999,7.7,9,4.3,3.7388,3.13431654486452,19.5,53.6,18.4,8.5,75.0230852439121,0,18.7531329973881,0,41.513304,-79.249705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.09271497914138,6.328,-0.255,5.9,3,5.59,4.5495,2.53101641179565,10.7,34.9,33.6,20.8,85.7608008531624,5.83629704336748,5.93908188525737,1.527295890054,26.868826,-81.940858,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.40755558388253,8.397,0.183,7.4,3,5.4,3.9982,3.47272047672036,13.4,38.2,31.5,16.9,89.7634299577098,4.63115323420277,3.14720216076566,1.65394238053707,28.843628,-82.524796,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.35193634968261,6.109,-0.591,5,1,3.97,5.3624,2.86039349983072,11.8,27.6,29.8,30.8,41.2936968844675,24.8924993706433,27.6017821644661,3.90889085653272,26.19352,-80.476658,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.4972780450429,8.833,-0.414,5.8,6,4.11,5.0714,2.74128587394302,13.1,47.3,21.9,17.7,94.465238386437,0,3.60320941315395,0,39.848983,-80.225694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.5856676163632,8.732,-0.386999999999999,6.1,6,3.97,3.6062,3.80557494150006,24.8,37.5,27.3,10.5,78.4364437511118,4.92904744310795,13.9961957934781,0,30.388801,-85.197915,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.34669988593429,7.606,0.0819999999999999,4.2,1,5.01,5.6119,2.01581116691817,7.9,33.3,29.7,29.2,87.6123336111174,0,9.38759881979324,0,37.425348,-76.268808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
